City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,High Level,CA,58.5169,-117.136,65.75,38,100,8.75,overcast clouds
700,Port Moresby,PG,-9.4431,147.1797,83.07,69,98,4.47,overcast clouds
701,Maxcanu,MX,20.5833,-89.9833,81.28,62,21,7.63,few clouds
702,Maningrida,AU,-12.0667,134.2667,83.98,53,33,16.42,scattered clouds
703,Nara,JP,34.6851,135.8049,90.97,44,89,4.97,overcast clouds
704,Aizkraukle,LV,56.6048,25.2553,68.07,83,84,3.91,broken clouds
705,Kysyl-Syr,RU,63.8986,122.7617,70.5,74,71,8.81,light rain
706,Marfino,RU,55.7028,37.3822,68.34,68,0,4.47,clear sky
707,Iquique,CL,-20.2208,-70.1431,60.84,72,14,0.94,few clouds
708,Wiwili,NI,13.6268,-85.8254,74.98,83,100,4.34,overcast clouds
709,Batemans Bay,AU,-35.7167,150.1833,54.1,47,2,10.27,clear sky
710,Rypefjord,NO,70.6333,23.6667,61.27,51,0,2.3,clear sky
711,Starogard Gdanski,PL,53.964,18.5264,65.1,100,0,4.99,clear sky
712,Melfi,IT,40.9965,15.6514,71.26,49,9,5.82,clear sky
